직업코드,대분류,중분류,소분류,직무개요,수행직무,임금정보,직업만족도,일자리전망,직업명,직업가치,지식,업무환경,성격,흥미,가치관,업무수행능력,직무기술
K000001066,미용·여행·숙박·음식·경비·청소직,청소·방역 및 가사 서비스원,청소원,"일상적으로 건물이나 다중이용시설, 생산시설, 운송수단 등을 청소하여 청결을 유지한다.","청소원이 되는 데 요구되는 특별한 자격 및 학력, 나이 등의 조건은 없다. 그러나 각 지방자치단체에서 자체적으로 채용하는 환경미화원은 체력시험과 필기시험, 면접 등을 거쳐 선발된다. 건물청소원은 청소경험이나 가사경험이 있는 중장년층 여성들이 많이 활동하는 편이며, 고용주가 신원이 확실한 사람들을 고용하고자 하기 때문에 여성인력개발센터나 여성훈련기관에서 청소방법 등의 관련 교육을 받고 알선을 받아 일하는 경우가 많다. 운송장비청소원이나 환경미화원은 젊은 나이부터 중장년층의 남성이 고루 활동하고 있으며 무엇보다 신체적인 강인함과 성실성이 요구된다.","조사년도:2023년, 임금 하위(25%) 2000만원, 평균(50%) 2800만원, 상위(25%) 3000만원",51,증가(7%) 현상유지(27%) 감소(66%),청소원,유연성 및 균형(84)/신체적 강인성(77)/서비스 지향(43)/움직임 통제(42)/물적자원 관리(28),고객서비스(48)/건축 및 설계(47)/역사(43)/철학과 신학(39)/기계(38),걷거나 뛰기(99)/몸을 구부리거나 비틀기(99)/오염물질 노출(98)/서서 근무(97)/비좁은 업무 공간(94),독립성(39)/자기통제(35)/스트레스 감내성(34)/책임과 진취성(33)/인내(32),사회형(Social)(12)/현실형(Realistic)(9),이타(76)/개인지향(34)/성취(33)/다양성(30)/자율(23),"일반적인 신체활동(87)/물건 조종, 운반(77)/대인관계 유지(23)/기계장비 유지 보수(18)/자원 관리(16)","일반적인 신체활동(77)/물건 조종, 운반(73)/대인관계 유지(20)/기계장비 유지 보수(18)/장비, 건축물, 자재 검사(16)"
K000001156,미용·여행·숙박·음식·경비·청소직,청소·방역 및 가사 서비스원,환경미화원 및 재활용품수거원,"건물, 야적장, 거리 및 기타 공공장소에서 쓰레기를 수거하거나 청결하게 유지하며 재활용품을 수거하는 업무를 수행한다.","환경미화원이 되기 위해 특별한 자격 및 학력, 나이 등의 조건은 없다. 다만, 각 지방자치단체가 자체적으로 채용하는 환경미화원은 체력시험과 필기시험, 면접 등을 거쳐 선발된다. 청소경험이나 가사경험이 있는 중장년층 여성들이 많이 활동하는 편이며, 고용주가 신원이 확실한 사람들을 고용하고자 하기 때문에 여성인력개발센터나 여성훈련기관에서 청소방법 등의 관련 교육을 받고 알선을 받아 일하는 경우가 많다.","조사년도:2023년, 임금 하위(25%) 3500만원, 평균(50%) 4000만원, 상위(25%) 4500만원",58.4,증가(7%) 현상유지(69%) 감소(24%),환경미화원 및 재활용품수거원,신체적 강인성(81)/유연성 및 균형(71)/움직임 통제(56)/반응시간과 속도(44)/공간지각력(44),운송(73)/지리(54)/철학과 신학(46)/고객서비스(36)/안전과 보안(35),걷거나 뛰기(99)/매우 춥거나 더운 기온(98)/움직이는 기계(98)/실외 근무(98)/몸을 구부리거나 비틀기(97),타인에 대한 배려(33)/협조(23)/적응성/융통성(21)/사회성(20)/독립성(17),현실형(Realistic)(78)/사회형(Social)(12),고용안정(52)/다양성(46)/애국(45)/경제적 보상(23)/인정(19),"물건 조종, 운반(94)/일반적인 신체활동(87)/차량, 기계, 장비 작동(74)/기계장치 제어(49)/장비, 건축물, 자재 검사(34)","물건 조종, 운반(93)/일반적인 신체활동(90)/차량, 기계, 장비 작동(75)/기계장치 제어(52)/장비, 건축물, 자재 검사(36)"
K000007563,미용·여행·숙박·음식·경비·청소직,청소·방역 및 가사 서비스원,방역원,해충의 종류 및 서식지를 파악하여 방제한다.,방역원으로 활동하기 위해서는 특별한 자격은 없으며 대부분 고졸이상의 학력이 요구된다.  채용 시 주로 운전 자격(증)을 요구하며 본인 소유 차량을 통해 서비스 가능자를 우대하기 도 한다. 대체로 임금 수준이 높지 않으며 이직률이 높은 편이다.,"조사년도:2023년, 임금 하위(25%) 2450만원, 평균(50%) 2850만원, 상위(25%) 3525만원",59.6,증가(30%) 현상유지(27%) 감소(43%),방역원,물적자원 관리(89)/장비의 유지(89)/장비 선정(84)/작동 점검(78)/기술 설계(76),화학(71)/생물(67)/고객서비스(61)/운송(59)/지리(56),"보호장비 착용(97)/사물, 도구, 조종 장치를 다루기 위해 손사용(97)/서서 근무(96)/규칙적인 근무(96)/질병 혹은 감염 위험 노출(96)",타인에 대한 배려(29)/혁신(28)/독립성(26)/리더십(25)/정직성(20),현실형(Realistic)(90)/사회형(Social)(39),개인지향(68)/심신의 안녕(53)/다양성(53)/애국(37)/신체활동(35),"차량, 기계, 장비 작동(74)/기계장치 제어(70)/물건 조종, 운반(69)/일반적인 신체활동(67)/기계장비 유지 보수(62)","차량, 기계, 장비 작동(76)/기계장치 제어(74)/물건 조종, 운반(69)/기계장비 유지 보수(63)/장치, 부품, 장비의 도면 작성, 배치, 지정(63)"
K000007566,미용·여행·숙박·음식·경비·청소직,청소·방역 및 가사 서비스원,가사관리사,"가정을 방문하여 청소, 세탁, 요리 등의 가사 업무를 대행한다.","가사관리사가 되는 데 특별한 자격 및 학력, 나이 등이 요구되지는 않는다. 가사관리사는 청소경험이나 가사경험이 있는 중장년층 여성들이 많이 활동하는 편이며, 고용주가 신원이 확실한 사람들을 고용하고자 하기 때문에 여성인력개발센터나 여성훈련기관에서 청소방법이나 요리법, 가전제품사용법 등의 관련 교육을 받고 알선을 받아 일하는 경우가 많다. 또한, 인력용역업체에 채용되어 각 가정에 파견되기도 한다.","조사년도:2023년, 임금 하위(25%) 1500만원, 평균(50%) 2500만원, 상위(25%) 2925만원",54.8,증가(7%) 현상유지(40%) 감소(52%),가사관리사,신체적 강인성(54)/서비스 지향(54)/유연성 및 균형(54)/행동조정(53)/사람 파악(46),고객서비스(62)/식품생산(50)/심리(47)/철학과 신학(41)/의료(40),"서서 근무(89)/걷거나 뛰기(82)/실내 근무(72)/몸을 구부리거나 비틀기(64)/사물, 도구, 조종 장치를 다루기 위해 손사용(60)",정직성(53)/꼼꼼함(47)/스트레스 감내성(44)/자기통제(44)/타인에 대한 배려(40),사회형(Social)(81)/현실형(Realistic)(33),개인지향(87)/다양성(52)/이타(45)/자율(26)/신체활동(22),"일반적인 신체활동(98)/사람들을 배려, 돌봄(94)/물건 조종, 운반(79)/업무 계획, 우선순위 결정(59)/대인관계 유지(54)","사람들을 배려, 돌봄(93)/일반적인 신체활동(88)/물건 조종, 운반(63)/대인관계 유지(39)/업무상 사람들을 직접 응대(31)"
K000000854,미용·여행·숙박·음식·경비·청소직,검침·주차관리 및 기타 서비스 단순 종사자,주차관리·안내원,"무료 또는 유료로 운영되는 주차시설(주차장 및 부대시설, 주차요금정산시스템, 주차타워 등)을 운용·관리한다.","특별한 학력이나 교육훈련이 필요하지 않은 편이며, 수시채용을 통해 일자리를 얻을 수 있다.","조사년도:2023년, 임금 하위(25%) 2500만원, 평균(50%) 2600만원, 상위(25%) 3050만원",54.5,증가(3%) 현상유지(37%) 감소(60%),주차관리·안내원,서비스 지향(43)/사람 파악(41)/움직임 통제(39)/유연성 및 균형(39)/공간지각력(38),운송(72)/고객서비스(69)/안전과 보안(63)/기계(57)/심리(55),주말 및 공휴일 근무(97)/서서 근무(84)/실외 근무(77)/외부 고객 대하기(77)/걷거나 뛰기(76),타인에 대한 배려(55)/정직성(53)/스트레스 감내성(45)/인내(44)/책임과 진취성(44),사회형(Social)(10)/현실형(Realistic)(1),개인지향(67)/신체활동(37)/심신의 안녕(32)/이타(25)/자율(18),"차량, 기계, 장비 작동(96)/기계장치 제어(70)/업무상 사람들을 직접 응대(64)/물건 조종, 운반(64)/장비, 건축물, 자재 검사(62)","차량, 기계, 장비 작동(92)/기계장치 제어(70)/물건 조종, 운반(62)/장비, 건축물, 자재 검사(61)/기계장비 유지 보수(57)"
K000001204,미용·여행·숙박·음식·경비·청소직,검침·주차관리 및 기타 서비스 단순 종사자,계기검침원 및 가스점검원,가스·수도·전력 등을 사용한 곳을 방문하여 계량기를 검침하여 사용량을 기록한다.,계기검침원이 되기 위한 특별한 교육훈련은 필요하지 않은 편이다.,"조사년도:2023년, 임금 하위(25%) 2480만원, 평균(50%) 2800만원, 상위(25%) 3300만원",65.2,증가(0%) 현상유지(35%) 감소(64%),계기검침원 및 가스점검원,작동 점검(72)/고장의 발견.수리(54)/조작 및 통제(47)/시간 관리(35)/수리력(33),지리(69)/고객서비스(65)/통신(59)/건축 및 설계(57)/산수와 수학(56),걷거나 뛰기(100)/규칙적인 근무(96)/실외 근무(94)/다른 사람과의 접촉(86)/외부 고객 대하기(83),사회성(56)/적응성/융통성(54)/타인에 대한 배려(51)/정직성(51)/꼼꼼함(47),현실형(Realistic)(6)/사회형(Social)(6),개인지향(97)/자율(69)/성취(40)/다양성(30)/신체활동(19),"조직 외부인과 소통(83)/기준에 따른 정보 평가(71)/정보 작성, 기록(69)/업무상 사람들을 직접 응대(68)/일반적인 신체활동(60)","장비, 건축물, 자재 검사(68)/기준에 따른 정보 평가(67)/업무상 사람들을 직접 응대(64)/정보 작성, 기록(63)/일반적인 신체활동(61)"
K000007523,미용·여행·숙박·음식·경비·청소직,검침·주차관리 및 기타 서비스 단순 종사자,검표원,"극장, 유원지, 경기장 등에서 입장객의 표를 검사하고 출입객을 관리한다.","특별한 학력이나 자격은 없다. 기본적인 계산능력을 갖추고 있고, 기계 및 판독기 등을 이용할 수 있으면 입직이 가능하다. 취업 후에 현장에서 업무를 습득하는 경우가 많다. 그러나 대부분 관련 회사의 직원으로 채용되어 근무하기 때문에 고졸 이상의 학력이 필요하다.","조사년도:2023년, 임금 하위(25%) 2500만원, 평균(50%) 3000만원, 상위(25%) 3300만원",61.1,증가(0%) 현상유지(7%) 감소(93%),검표원,서비스 지향(77)/행동조정(68)/수리력(66)/청력(63)/사람 파악(63),역사(72)/고객서비스(71)/사회와 인류(53)/철학과 신학(53)/지리(49),서서 근무(98)/외부 고객 대하기(94)/다른 사람과 신체적 접촉(93)/주말 및 공휴일 근무(89)/사람들과 직접 접촉(82),타인에 대한 배려(57)/인내(48)/사회성(48)/정직성(47)/협조(45),사회형(Social)(52)/진취형(Enterprising)(39),개인지향(73)/신체활동(71)/심신의 안녕(57)/이타(40)/다양성(22),"업무상 사람들을 직접 응대(89)/조직 외부인과 소통(64)/사람들을 배려, 돌봄(43)/정보 처리(36)/업무 계획, 우선순위 결정(32)","업무상 사람들을 직접 응대(69)/조직 외부인과 소통(44)/사람들을 배려, 돌봄(41)/정보 처리(33)/사람들의 업무와 활동을 조직, 편성(28)"
K000007536,영업·판매·운전·운송직,부동산 컨설턴트 및 중개인,부동산중개인,부동산 중개대상물에 대하여 거래당사자간의 매매·교환·임대차 및 권리의 득실변경에 관한 행위를 알선·중개하고 일정한 보수를 받는다.,"부동산중개인이 되기 위해서는 국토교통부의 주관으로 한국산업인력공단이 매년 시행하는 공인중개사 시험에 합격하여 자격을 취득해야 한다. 시험은 1차 시험과 2차 시험으로 구성되어 있다. 1차 시험은  부동산학개론(부동산감정평가론 포함),  민법 및 민사특별법 중 부동산 중개에 관련되는 규정에 대해서 평가하고 2차 시험은 공인중개사의 업무 및 부동산 거래신고 등에 관한 법령 및 중개실무, 부동산공법 중 부동산중개에 관련되는 규정 그리고 부동산 공시에 관련된 법령과 세법에 대하여 평가한다.
중개사무소 개설 등록을 위해서는 공인중개사자격증 취득 후, 한국공인중개사협회나 대학에서 위탁·시행하는 실무교육을 이수해야 한다.
공인중개사의 합격자 수는 년도별로 차이가 있는데 2016년 22,340명, 2015년 14,914명 2014년에 8,956명이 합격하였다.
","조사년도:2023년, 임금 하위(25%) 2840만원, 평균(50%) 3600만원, 상위(25%) 4200만원",71.3,증가(0%) 현상유지(42%) 감소(58%),부동산중개인,협상(99)/재정 관리(96)/설득(96)/사람 파악(94)/말하기(92),지리(92)/영업과 마케팅(89)/법(88)/경제와 회계(86)/상담(85),치열한 경쟁(95)/재택근무(90)/의사결정 가능성(90)/외부 고객 대하기(88)/불쾌하거나 무례한 사람 상대(86),신뢰성(76)/정직성(70)/분석적 사고(69)/자기통제(68)/사회성(66),사회형(Social)(84)/진취형(Enterprising)(65),심신의 안녕(86)/개인지향(76)/자율(69)/고용안정(66)/성취(57),"자원 관리(98)/대인관계 유지(98)/협상, 갈등 해결(97)/행정, 관리 업무(95)/사람들에게 영향력 행사(94)","자원 관리(91)/인사 업무(90)/행정, 관리 업무(87)/사람들에게 영향력 행사(86)/대인관계 유지(86)"
K000000930,영업·판매·운전·운송직,영업원 및 상품중개인,제품광고영업원,"도매 및 제조업체 등에 고용되어 각종 제품과 서비스를 판매하기 위해제품 및 광고를 영업한다. 이들은 식품, 의류, 호텔, 사업서비스 관련 회사에서 일한다. 이들에 대한 감독기능을 함께 수행하는 일반 영업원도 여기에 포함된다.","제품·광고영업원은 기본적으로 해당 제품에 대한 사용원리와 작동법, 수리법 등을 잘 알고 이를 사용자에 설명할 수 있어야 한다. 다양한 성향의 고객을 상대해야 하므로 적극적이고 활달한 성격이 필요하며, 말하기, 설득력, 협상능력, 상황대처능력 등이 요구된다. 무엇보다 고객에게 신뢰감을 줄 수 있어야 한다.","조사년도:2023년, 임금 하위(25%) 4000만원, 평균(50%) 4500만원, 상위(25%) 5500만원",62.8,증가(5%) 현상유지(40%) 감소(55%),제품광고영업원,설득(98)/협상(95)/사람 파악(92)/말하기(91)/서비스 지향(82),영업과 마케팅(92)/사무(77)/상담(76)/상품 제조 및 공정(76)/경제와 회계(75),움직이는 기계(94)/불쾌하거나 무례한 사람 상대(93)/재택근무(92)/실외 근무(90)/외부 고객 대하기(89),사회성(80)/적응성/융통성(72)/신뢰성(71)/스트레스 감내성(69)/리더십(66),진취형(Enterprising)(90)/사회형(Social)(42),자율(80)/개인지향(73)/성취(70)/타인에 대한 영향(64)/다양성(63),"사람들에게 영향력 행사(99)/대인관계 유지(97)/협상, 갈등 해결(92)/조직 외부인과 소통(91)/업무상 사람들을 직접 응대(91)","사람들에게 영향력 행사(96)/협상, 갈등 해결(89)/대인관계 유지(87)/조직 외부인과 소통(83)/업무상 사람들을 직접 응대(79)"
K000001004,영업·판매·운전·운송직,영업원 및 상품중개인,기술영업원,"산업용장비, 정보통신장비, 그 외의 부품이나 제품, 설비의 사용법이나 보수(A/S) 등 기술에 관한 전문적 지식을 활용하여 기계나 장비, 설비 등을 판매하고 고객에게 기술적인 지도를 수행한다.","기술영업원으로서 업활한 업무 수행을 하기 위해서는 대졸 이상의 학력이나 외국어 능력이 요구된다. 기술영업원의 채용공고 시 기계나 정보통신 등 해당 분야 전공자를 우대하기도 하는데, 이는 영업 시에 해당 제품과 서비스에 대한 전문지식이 필요할 수 있기 때문이다.","조사년도:2023년, 임금 하위(25%) 4500만원, 평균(50%) 6000만원, 상위(25%) 7875만원",64.2,증가(15%) 현상유지(47%) 감소(36%),기술영업원,협상(94)/설득(93)/말하기(78)/사람 파악(67)/서비스 지향(66),영업과 마케팅(91)/경영 및 행정(82)/경제와 회계(81)/상담(81)/컴퓨터와 전자공학(79),움직이는 기계(97)/실외 근무(93)/갈등 상황(92)/전화 대화하기(91)/불쾌하거나 무례한 사람 상대(90),사회성(81)/성취/노력(74)/협조(71)/신뢰성(68)/스트레스 감내성(68),진취형(Enterprising)(71)/사회형(Social)(64),심신의 안녕(73)/다양성(65)/지적 추구(60)/타인에 대한 영향(59)/인정(55),"사람들에게 영향력 행사(99)/업무상 사람들을 직접 응대(97)/사람들에게 조언, 상담(91)/업무 계획, 우선순위 결정(89)/장치, 부품, 장비의 도면 작성, 배치, 지정(87)","업무상 사람들을 직접 응대(99)/사람들에게 영향력 행사(99)/사람들에게 조언, 상담(93)/업무, 활동에 대한 일정관리(93)/목표, 전략 수립(89)"
K000001195,영업·판매·운전·운송직,영업원 및 상품중개인,상품중개인 및 경매사,"골동품, 예술품 등의 경매를 진행하거나 상품을 중개하며 출시된 제품 혹은 농수산물의 등급, 질, 무게를 파악하고 공급자와 수요자 간의 거래가 이루어질 수 있도록 중개한다.","상품중개인 및 경매사가 되는 데 특별히 요구되는 교육과정은 없으나, 농수산물유통공사 등에서 실시하는 유통관련 교육을 이수하면 업무하는 데 도움이 될 수 있다. 경매사가 되기 위해서는 활동하고자 하는 분야의 경매사 자격증이 필요하며, 공판장이나 도매시장법인 등에서 경매기록보조원이나 경매장관리원으로 5~10년 이상 활동하며 실무를 익힌 후 자격을 취득하는 것이 좋다.","조사년도:2023년, 임금 하위(25%) 3000만원, 평균(50%) 5000만원, 상위(25%) 5000만원",72.2,증가(3%) 현상유지(69%) 감소(28%),상품중개인 및 경매사,협상(95)/품질관리분석(93)/반응시간과 속도(90)/말하기(86)/수리력(86),고객서비스(60)/심리(56)/영업과 마케팅(56)/경제와 회계(53)/식품생산(53),자동화 정도(100)/극단적으로 밝거나 부적절한 조명(100)/오염물질 노출(100)/갈등 상황(99)/움직이는 기계(99),리더십(79)/적응성/융통성(72)/정직성(71)/타인에 대한 배려(70)/독립성(69),사회형(Social)(70)/진취형(Enterprising)(67),성취(79)/인정(70)/경제적 보상(69)/타인에 대한 영향(66)/다양성(63),"사물, 서비스, 사람의 질 판단(98)/사물, 행동, 사건 파악(96)/제품, 사건, 정보의 수치 추정(96)/기준에 따른 정보 평가(96)/정보 수집(95)","사물, 서비스, 사람의 질 판단(98)/사람들에게 영향력 행사(91)/제품, 사건, 정보의 수치 추정(90)/협상, 갈등 해결(89)/사물, 행동, 사건 파악(84)"
K000007464,영업·판매·운전·운송직,영업원 및 상품중개인,자동차영업원,고객에게 차량에 대한 전문지식과 사양 등 다양한 정보를 제공하고 자동차를 판매한다.,자동차영업원이 되기 위해서는 고졸 이상 또는 전문대졸 이상의 학력을 갖추어야 한다. 자동차영업원은 자동차관련학과를 반드시 나올 필요는 없으나 직업훈련 등을 이수하면 취업에 유리하다. 이외에도 취업 후에는 지속적으로 능력개발을 위해서 회사의 내·외부에서 훈련을 받게 되는데 영업능력향상과정 등의 과정이 기업체나 훈련기관에 개설되어 있다.    자동차영업원은 대부분 공개채용으로 이루어지며 퇴사나 결원이 생길 때에는 수시채용의 형태로 취업한다. 취업 전에 영업경험 및 해당 제품·서비스와 관련된 직업경험이 있으면 입직 및 영업활동에 유리하다. 일반적으로 취업 시 유리한 면허 및 자격으로 운전면허증이 있고 자동차영업원의 경우 자동차정비관련 자격증 등이 있다.     자동차영업원의 승진은 일반적으로 사무직 종사자와 비슷하지만 판매실적이 우수하여 능력을 인정받았을 경우에는 조기 승진도 가능하다. 이외에도 판매실적에 따라 성과급이 지급되므로 판매실적이 우수하면 고액의 연봉을 받게 된다. 또한 경력이 쌓이고 자금력을 갖추면 자동차 대리점을 개설하여 운영할 수 있다.,"조사년도:2023년, 임금 하위(25%) 4000만원, 평균(50%) 5000만원, 상위(25%) 7050만원",66,증가(6%) 현상유지(9%) 감소(85%),자동차영업원,협상(97)/서비스 지향(96)/말하기(95)/설득(95)/시간 관리(89),영업과 마케팅(94)/고객서비스(88)/상담(88)/운송(84)/심리(79),치열한 경쟁(98)/외부 고객 대하기(94)/재택근무(92)/움직이는 기계(92)/불쾌하거나 무례한 사람 상대(87),사회성(84)/성취/노력(72)/신뢰성(71)/타인에 대한 배려(71)/적응성/융통성(71),사회형(Social)(82)/진취형(Enterprising)(69),개인지향(95)/성취(81)/자율(80)/심신의 안녕(71)/다양성(69),"사람들에게 영향력 행사(100)/대인관계 유지(100)/업무상 사람들을 직접 응대(99)/사물, 서비스, 사람의 질 판단(98)/협상, 갈등 해결(96)","사람들에게 영향력 행사(99)/업무상 사람들을 직접 응대(99)/대인관계 유지(99)/사물, 서비스, 사람의 질 판단(95)/협상, 갈등 해결(94)"
K000007560,영업·판매·운전·운송직,영업원 및 상품중개인,해외영업원,"회사의 제품, 상품, 서비스를 해외 고객에게 판매하기 위하여 해외시장을 조사, 상품 분석, 해외 마케팅 전략을 수립하고, 잠재고객을 발굴하여 거래를 제안, 협상하고, 계약을 체결하는 것을 주요 업무로 하며, 고객과의 계약 이행, 클레임 처리 및 고객 관리를 한다.","해외영업원이 되기 위해서는 고졸 이상 또는 전문대졸 이상의 학력을 갖추어야 한다. 특히 해외영업원은 외국어 실력이 요구되므로 관련학과나 학원에서 외국어과정을 수강하는 것이 취업에 유리하다. 이외에도 취업 후에는 지속적으로 능력개발을 위해서 회사의 내·외부에서 훈련을 받게 되는데 영업능력향상과정 등의 과정이 기업체나 훈련기관에 개설되어 있다.    해외영업원은 대부분 공개채용으로 이루어지며 퇴사나 결원이 생길 때에는 수시채용의 형태로 취업한다. 취업 전에 영업경험 및 해당 제품·서비스와 관련된 직업경험이 있으면 입직 및 영업활동에 유리하다. 일반적으로 취업 시 유리한 면허 및 자격으로 운전면허증이 있다. 해외영업원은 의류, 제약 등 도·소매업체 및 제조업체, 수출업체, 자동차업체, 산업용장비 등 각종 장비 및 설비제조업체, 정보통신 판매업체 등에 고용되어 있다.    해외영업원의 승진은 일반적으로 사무직 종사자와 비슷하지만 판매실적이 우수하여 능력을 인정받았을 경우에는 조기 승진도 가능하다. 이외에도 판매실적에 따라 성과급이 지급되므로 판매실적이 우수하면 고액의 연봉을 받게 된다. 또한 해외영업원으로 경력이 쌓이고 자금력을 갖추면 무역상, 대리점 등을 개설하여 운영할 수 있다.","조사년도:2023년, 임금 하위(25%) 4500만원, 평균(50%) 5500만원, 상위(25%) 6750만원",67.5,증가(17%) 현상유지(43%) 감소(38%),해외영업원,협상(98)/말하기(95)/시력(94)/설득(94)/듣고 이해하기(93),영어(94)/영업과 마케팅(90)/운송(84)/상품 제조 및 공정(84)/경제와 회계(83),이메일 이용하기(90)/갈등 상황(90)/재택근무(90)/불쾌하거나 무례한 사람 상대(90)/다른 사람과의 접촉(87),적응성/융통성(73)/책임과 진취성(67)/신뢰성(67)/사회성(66)/협조(65),진취형(Enterprising)(94)/사회형(Social)(58),다양성(91)/애국(90)/심신의 안녕(88)/성취(85)/인정(83),"사람들에게 영향력 행사(99)/업무상 사람들을 직접 응대(99)/업무 계획, 우선순위 결정(98)/업무, 활동에 대한 일정관리(98)/협상, 갈등 해결(97)","사람들에게 영향력 행사(99)/업무상 사람들을 직접 응대(99)/업무, 활동에 대한 일정관리(97)/업무 계획, 우선순위 결정(96)/사람들에게 조언, 상담(94)"
K000007451,영업·판매·운전·운송직,텔레마케터,텔레마케터,전화나 컴퓨터를 이용하여 상품이나 서비스를 홍보하고 판매한다.,"텔레마케터가 되기 위해서는 전문훈련기관이나 인력파견업체에서 소정의 교육을 받은 후 취업하거나 업체에 입사한 후 자체 사내교육이나 위탁교육을 받은 후 텔레마케팅 업무를 수행할 수 있다.  일반적으로 인바운드 업무는 고객의 문의와 요구가 다양하기 때문에 다방면에 대해 내용을 숙지하고 있어야 하며, 아웃바운드 업무는 특정 상품이나 서비스를 중심으로 깊이 있는 정보를 숙지하고 있어야 한다. 취업하기 전에 전문교육기관에서 전화응대기법, 불편사항 접수 요령, 화술 등을 개별적으로 교육받고 취업하는 사람도 있지만, 일반적으로는 업체에 취업한 후 1개월 정도에 걸쳐 고객응대법 등 기본교육과 서비스 내용, 상품 정보 등에 대해 자체교육이나 위탁교육을 받게 된다. 특히 세무나 법률 상담 등 전문지식이 필요한 분야의 경우는 더 오래, 더 집중적으로 교육을 받으며, 업체에서는 채용 시 전문대 이상 졸업자나 동일 업종 경력자를 선호하기도 한다.","조사년도:2023년, 임금 하위(25%) 2525만원, 평균(50%) 3000만원, 상위(25%) 3750만원",60.3,증가(2%) 현상유지(43%) 감소(53%),텔레마케터,말하기(95)/설득(93)/협상(75)/듣고 이해하기(71)/글쓰기(67),영업과 마케팅(84)/상담(79)/고객서비스(73)/통신(69)/의사소통과 미디어(65),"불쾌하거나 무례한 사람 상대(97)/사물, 도구, 조종 장치를 다루기 위해 손사용(88)/앉아서 근무(86)/재택근무(84)/갈등 상황(79)",스트레스 감내성(58)/자기통제(57)/인내(51)/타인에 대한 배려(51)/성취/노력(42),사회형(Social)(26)/진취형(Enterprising)(21),신체활동(96)/성취(40)/개인지향(37)/지적 추구(27)/이타(21),"사람들에게 영향력 행사(82)/조직 외부인과 소통(80)/협상, 갈등 해결(79)/컴퓨터 업무(64)/업무상 사람들을 직접 응대(55)","사람들에게 영향력 행사(80)/협상, 갈등 해결(76)/조직 외부인과 소통(71)/업무상 사람들을 직접 응대(61)/컴퓨터 업무(61)"
K000001143,영업·판매·운전·운송직,소규모 상점 경영 및 일선 관리 종사자,소규모판매점장,소규모 도소매업체를 직접 운영하거나 점장 혹은 매니저로 고용되어 판매업무 및 매장 운영업무를 수행한다.,"채용 시 학력이나 나이 등에 제한이 없는 편이다. 고객만족서비스, 유통마케팅, 효과적인 의사소통기술, 제품에 대한 지식 등에 대한 이해가 있으면 업무에 많은 도움이 된다.","조사년도:2023년, 임금 하위(25%) 3200만원, 평균(50%) 3600만원, 상위(25%) 4600만원",66.2,증가(18%) 현상유지(18%) 감소(64%),소규모판매점장,서비스 지향(95)/물적자원 관리(93)/인적자원 관리(93)/재정 관리(85)/사람 파악(84),영업과 마케팅(87)/고객서비스(82)/심리(75)/인사(74)/식품생산(74),주말 및 공휴일 근무(85)/의사결정 가능성(85)/외부 고객 대하기(84)/불쾌하거나 무례한 사람 상대(84)/치열한 경쟁(80),사회성(67)/리더십(62)/적응성/융통성(58)/타인에 대한 배려(56)/책임과 진취성(53),진취형(Enterprising)(40)/사회형(Social)(33),성취(60)/자율(51)/인정(50)/다양성(46)/신체활동(37),"자원 관리(97)/사람들에게 영향력 행사(96)/업무상 사람들을 직접 응대(95)/사물, 서비스, 사람의 질 판단(93)/대인관계 유지(93)","자원 관리(94)/업무상 사람들을 직접 응대(93)/사물, 서비스, 사람의 질 판단(88)/사람들에게 영향력 행사(87)/인사 업무(82)"
K000000827,영업·판매·운전·운송직,판매 종사자,노점 및 이동판매원,"일정 매장을 개설하지 않고, 일정한 구역의 노상에 노점 등 임시 매장을 설치하거나 순회하면서 각종 상품을 판매한다.","노점 및 이동판매원은 특별한 전문지식을 필요로 하는 직업이 아니므로 보통 학력, 나이, 전공학과에 제한이 없다. 단, 특수한 상품을 판매하는 경우에는 해당분야에 대한 전문지식이 요구된다.  보통 학력은 고졸이상이면 무난하고 건강상태 및 체격조건 등이 취업에 중요한 요소로 작용한다.   대형판매점의 경우 판매원으로 입사하게 되면 일정한 교육과정을 거친다. 대개 판매기법, 촉진활동, 효과적인 의사소통기술, 문서작성법과 제품에 대한 전문적인 지식을 교육받는다. 대형판매점의 판매원들은 경험과 관리능력을 갖추면 판매관리분야의 사무직으로 승진이 가능하며, 이러한 경험을 살려 자영업을 할 수도 있다.","조사년도:2023년, 임금 하위(25%) 2150만원, 평균(50%) 2450만원, 상위(25%) 2850만원",49.3,증가(7%) 현상유지(20%) 감소(73%),노점 및 이동판매원,서비스 지향(90)/물적자원 관리(88)/재정 관리(86)/행동조정(76)/사람 파악(74),식품생산(85)/영업과 마케팅(80)/고객서비스(77)/운송(66)/생물(56),매우 춥거나 더운 기온(100)/규칙적인 근무(99)/실외 근무(98)/주말 및 공휴일 근무(92)/외부 고객 대하기(88),독립성(53)/사회성(52)/정직성(51)/적응성/융통성(46)/성취/노력(45),사회형(Social)(2)/현실형(Realistic)(0),개인지향(85)/자율(80)/다양성(50)/성취(47)/신체활동(27),"사람들에게 영향력 행사(98)/대인관계 유지(94)/물건 조종, 운반(93)/업무상 사람들을 직접 응대(93)/자원 관리(91)","사람들에게 영향력 행사(93)/물건 조종, 운반(85)/자원 관리(84)/대인관계 유지(81)/일반적인 신체활동(79)"
